;38.5999999999999;4.88;31.0099999999999;76.2999999999999;2.13;10.8;22.16;13.74;44.64;7.89999999999999;203.4;5.77;196.91;69.74;331.2;26.07;37.04;16.75;34.9599999999999;7.83999999999998;290.93;216.3;338;1268.14;47.32;36.12;19.2;20.64;13.38;10.06;80.3;109.6;251.84;13.86;310.84;1978;78.7499999999999;3468.35;8006.99999999999;34.9799999999999;979.55;356.4;1805.76;528.87;15348.96;358.75;799.999999999999;1730.14;200.83;18451.28;80.7799999999998;12.68;58.8799999999999;46.8799999999999;6.88;7.45;31.04;17.56;58.3099999999999;74.8;12.86;78.3;8.24999999999999;157.59;53;189.89;18.84;17.49;54.8;186.3;355.68;216.75;7257.80999999999;138.12;10.7;1965.44;8.18999999999999;184.2;70.0799999999999;2689.5;282.88;474.23;10198.98;213.2;22343.84;14.34;98.2799999999999;665.639999999999;5142.12;170.17;3970.8;804.079999999999;26610.4;95.94;2798.85;3374.73;124.8;57888
;529.7;1.02;3.99;22.26;;;6.72000000000003;6.02000000000001;21.48;;;1.91;84.9700000000002;27.28;157.5;14.49;21.6;;;;109.51;100.5;145;638.96;;20.68;11.48;;;;37.8400000000001;47.84;128.32;;164.16;1148.1;44.01;2098.05;;;;186.56;1041.48;293.41;9234.72000000001;;491.2;1124.12;127.49;12306.16;26.74;4.95999999999999;28;16;3.02;3.59;15.6;9.84;31.29;43.92;;43.56;4.39;91.9700000000001;33.7;124.27;;;;97.5199999999999;205.14;120.25;4366.67;91.8;;;4.33;107;39.2;1628;;292.81;6655.5;136;14959.66;;;;;104.55;2581.2;510.72;17755.56;;1891.75;2367.27;86.2;41336.32
;;51.95;;7.98;;;2.64000000000001;3.98;15.36;;;;55.3900000000001;;111.6;11.43;17.52;;;;;69.8999999999999;;472.7;;16.6;9.44;;;;26.62;;95.6800000000001;;;928.8;;1735.95;;;;;839.52;;7619.04;;;963.98;;10682.32;;;19.84;;2;2.57;;7.8;;35.76;;34.38;;74.63;28.6;106.93;;;;;165.36;;3602.69;79.5599999999999;;;;86.6;;1347.5;;;5719.14;;13008.4;;;;;;2214;;15415.68;;;2101.05;;36962.56
;;;366.8;14.28;;;4.44000000000003;;18.06;;;;;21.01;131.85;;19.32;;;;;;116.5;546.05;;;10.34;;;;;38.72;110.08;;;;38.88;1895.7;;;;;;258.64;8331.84000000001;;;;116.66;11398.72;;3.81999999999999;23.44;;;3.02;;;27.3;39.36;;;3.82;82.2800000000001;;114.58;;;;;;106;3939.74;84.96;;;;;34.64;1471.25;;;;124.6;13869.25;;;;;;;467.4;16447.98;;;;80.5;38892.16
;;;;719.32;;;0.360000000000014;;11.94;;;;;;85.9500000000002;;15.24;;;;;;;379.79;;;8.3;;;;;;77.4400000000001;;;;;1533.6;;;;;;;6716.16;;;;;9774.88;;;15.28;;;2;;;;31.2;;;;64.94;;97.24;;;;;;;3175.76;72.7199999999999;;;;;;1190.75;;;;;11917.99;;;;;;;;14108.1;;;;;34518.4
;;;;;54.7;2.28000000000003;13.64;9.48;31.86;3.64;107.55;;135.14;;235.35;19.68;28.52;;;;;;;;;;;;6.98999999999999;5.80000000000001;56.87;;183.68;9.60000000000001;;1520.05;;2712.2;5291.25;;674.960000000001;;1384.02;;11975.04;271.42;;1395.73;;15060.32;;;;;4.75;5.32;;13.3;;57.76;8.60000000000001;59.13;;121.38;42.35;153.68;;;;;;;;;;;;141.6;;2103.75;214.72;;8243.64;;18269.15;;72.7199999999999;;3891.81;;3204;;21724.18;76.77;;2818.8;;48754.56
;;;;;;216.52;11.36;;28.44;;81.9;;;;209.7;;26.24;;;;;;;;;;;;;4.66;;;165.44;8.45999999999999;;;;2509.85;;;593.45;;;;11072.16;248.05;;;;14152.88;;;;;;4.74999999999999;;;;53.1999999999999;7.45999999999999;;;111.69;;143.99;;;;;;;;;;;;;;1947;196.48;;;;17178.74;;;;3557.22;;;;20416.6;71.6399999999999;;;;46310.4
;;;;;;;205.16;;11.4;;;;;;81.9;;14.88;;;;;;;;;;;;;;;;74.5599999999999;;;;;1501.65;;;;;;;6573.6;;;;;9631.59999999999;;;;;;1.91;;;;30.48;;;;63.4099999999999;;95.7099999999999;;;;;;;;;;;;;;1166;;;;;11745.82;;;;;;;;13901.64;;;;;34132.48
;;;;;;;;99.92;3.42;;;;;;;5.46;9.56;;;;;;;;;;;;;;;;;;;500.95;;1029.5;;;;;;;;;;651.55;;7514.24;;;;;;;;3.81999999999999;;19.84;;;;;18.65;73.1;;;;;;;;;;;;;;;;;3892.32;;9201.52999999999;;;;;;;;;;;1581.66;;28429.44
;;;;;;;;;296.34;;;;;;;;7.28;;;;;;;;;;;;;;;;;;;;;827.149999999999;;;;;;;;;;;;6606.8;;;;;;;;;;15.28;;;;;;63.4099999999999;;;;;;;;;;;;;;;;;;;8111.11999999999;;;;;;;;;;;;;25985.28
;;;;;;;;;;105.76;25.6500000000003;;82.3600000000001;;153.45;14.22;21.24;;;;;;;;;;;;;;;;;;;;;;2970.75;;414.700000000001;;1023.66;;9092.16;196.8;;1109.99;;12162.88;;;;;;;;;;;4.96000000000001;42.75;;90.44;33.25;122.74;;;;;;;;;;;;;;;;;;;;;50.8799999999999;;2823.47;;2548.8;;17549.1;60.39;;2343.78;;40950.4
;;;;;;;;;;;2353.95;;;;127.8;;18.96;;;;;;;;;;;;;;;;;;;;;;;;333.19;;;;8189.27999999999;173.43;;;;11255.44;;;;;;;;;;;3.81999999999999;;;80.7499999999999;;113.05;;;;;;;;;;;;;;;;;;;;;;;2488.88;;;;16241.52;55.2599999999999;;;;38506.24
;;;;;;;;;;;;51.06;29.5800000000001;6.27;71.5500000000002;8.76000000000001;13.96;;;;;;;;;;;;;;;;;;;;;;;;;102.52;663.3;176.9;6209.28;;338.4;824.25;91.1999999999999;9265.44;;;;;;;;;;;;26.37;2.48;59.5;24.15;91.8;;;;;;;;;;;;;;;;;;;;;;;;72.0799999999999;1893.6;365.56;13374.02;;1442.9;1868.76;67.0999999999999;33146.24
;;;;;;;;;;;;;1451.16;;25.65;5.7;9.88;;;;;;;;;;;;;;;;;;;;;;;;;;461.34;;4593.6;;;664.11;;7641.6;;;;;;;;;;;;17.19;;42.1599999999999;19.05;74.4599999999999;;;;;;;;;;;;;;;;;;;;;;;;;1526.4;;11034.14;;;1602.54;;28772.48
;;;;;;;;;;;;;;555.39;45.9000000000001;;11.68;;;;;;;;;;;;;;;;;;;;;;;;;;;142.13;5306.4;;;;80.3699999999999;8358;;;;;;;;;;;;;1.91;49.81;;82.11;;;;;;;;;;;;;;;;;;;;;;;;;;322.24;12066.44;;;;61.3999999999999;30702.08
;;;;;;;;;;;;;;;2226.15;;7.59999999999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;3690.72;;;;;6734.16;;;;;;;;;;;;;;32.4699999999999;;64.7699999999999;;;;;;;;;;;;;;;;;;;;;;;;;;;9726.55999999999;;;;;26328.32
;;;;;;;;;;;;;;;;144.42;2.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;365.81;;4616.8;;;;;;;;;;;;;;;9.54999999999998;42.1599999999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1106.64;;20625.28
;;;;;;;;;;;;;;;;;190.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3709.36;;;;;;;;;;;;;;;;32.4699999999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18181.12
;;;;;;;;;;;;;;;;;;267.4;8.15999999999997;1.13999999999999;133.48;115.8;170.5;722.09;23.87;22.72;12.5;0.54000000000002;3.33;3.36000000000001;43.45;56;144.64;7.16000000000001;183.54;1257.75;48.6;2279.1;3735.75;14.88;500.500000000001;209;1142.46;324.52;10042.56;221.4;532;1204.19;137.18;13118.08;;;;;;;;;;;;;;;;;8.78999999999998;7.43999999999997;28;109.25;225.03;133;4748.66;97.92;4;853.239999999998;4.84;117.2;43.28;1768.25;175.68;316.78;7123.68;146.2;15935.29;7.64;58.08;377.539999999999;3175.67;113.22;2764.8;549.48;18925.5;65.79;2011.6;2500.38;91.3;43523.2
;;;;;;;;;;;;;;;;;;;419.68;;;85.2000000000001;;555.830000000001;16.7300000000001;18.64;10.46;;0.27000000000001;1.32000000000002;32.2300000000001;;112;5.12000000000002;;1038.45;;1917;2435.25;;354.640000000002;;940.500000000001;;8426.88000000001;179.58;;1044.05;;11494.24;;;;;;;;;;;;;;;;;5.72999999999999;;19.84;;185.25;;3984.68;85.68;;;;96.8000000000001;;1487.75;143.04;;6187.32;;13984.03;;45.84;;2576.93;;2397.6;;16585.62;56.6100000000001;;2234.16;;39149.44
;;;;;;;;;;;;;;;;;;;;105.82;;;142;629.180000000001;19.8800000000001;;11.36;;;2.22000000000003;;46.8800000000001;126.4;6.02000000000002;;;43.47;2076.75;;11.46;418.990000000002;;;289.75;9139.68000000002;198.030000000001;;;126.35;12210.64;;;;;;;;;;;;;;;;;;5.72999999999999;23.4400000000001;;;118.75;4321.73;91.08;;664;;;38.72;1611.5;157.44;;;134.8;14844.88;;;328.52;2841.08000000001;;;506.16;17617.92;60.6600000000001;;;85.6;41079.04
;;;;;;;;;;;;;;;;;;;;;2380.08;30.6000000000001;28.5;259.170000000001;;11.36;6.82000000000001;;;;12.2100000000001;10.5600000000001;53.7600000000002;;75.6200000000001;647.150000000001;23.04;1270.9;;;;84.0400000000002;580.140000000001;151.28;5544.00000000001;;304.8;758.310000000001;83.2200000000001;8596.80000000001;;;;;;;;;;;;;;;;;;;;43.9299999999999;114.27;61.9999999999999;2621.5;63.84;;;2;60.4000000000001;20.56;987.250000000001;;183.3;4516.56;89.4;10502.37;;;;;64.94;1742.4;333.64;12410.54;;1344.2;1759.14;62.9;31345.28
;;;;;;;;;;;;;;;;;;;;;;1488.6;;92.9100000000001;;7.28;4.78;;;;0.990000000000038;;21.1200000000001;;;427.85;;908.800000000001;;;;;378.180000000001;;3928.32000000001;;;598.17;;6972.96;;;;;;;;;;;;;;;;;;;;;74.4899999999999;;1857.52;51.6;;;;40;;706.75;;;3580.2;;8551.11;;;;;;1375.2;;10070.66;;;1492.92;;26971.52
;;;;;;;;;;;;;;;;;;;;;;;2503.5;166.260000000001;;;5.68000000000001;;;;;1.44000000000005;35.5200000000002;;;;17.91;1068.55;;;;;;116.51;4641.12000000001;;;;72.39;7689.36000000001;;;;;;;;;;;;;;;;;;;;;;47.7499999999999;2194.57;57;;;;;16;830.500000000001;;;;78;9411.96;;;;;;;290.32;11102.96;;;;57.2;28901.12
;;;;;;;;;;;;;;;;;;;;;;;;7995.15;;;3.64;;;;;;2.88000000000011;;;;;706.450000000001;;;;;;;3025.44000000001;;;;;6065.52;;;;;;;;;;;;;;;;;;;;;;;1430.59;44.76;;;;;;550;;;;;7460.7;;;;;;;;8763.08;;;;;24527.36
;;;;;;;;;;;;;;;;;;;;;;;;;350.49;;5.67999999999999;;;;;;;;;;;;;;12.8700000000005;;;;4641.12;81.5900000000001;;;;7689.36;;;;;;;;;;;;;;;;;;;;;;;;56.9999999999999;;;;;;;;;;;;;;;1174;;;;11102.96;35.1;;;;28901.12
;;;;;;;;;;;;;;;;;;;;;;;;;;191.2;1.14;;;;;;;;;;;;;;;;17.8200000000007;;1045.44000000001;;;312.43;;4075.52;;;;;;;;;;;;;;;;;;;;;;;;29.76;;;;;;;;;;;;;;;;;720;;5895.58;;;1017.9;;19167.36
;;;;;;;;;;;;;;;;;;;;;;;;;;;94.46;;;;;;;;;;;;;;;;;;142.560000000005;;;;;3168.08;;;;;;;;;;;;;;;;;;;;;;;;22.92;;;;;;;;;;;;;;;;;;;4588;;;;;16723.2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;320.34;3.05999999999999;3.18000000000001;42.46;54.5599999999999;141.76;6.98;180.12;1238.4;47.79;2247.15;3621;14.34;487.630000000001;205.04;1124.64;319.03;9900;217.71;524.8;1190.06;135.47;12974.8;;;;;;;;;;;;;;;;;;;;;;;;;3.81999999999999;823.359999999997;4.74999999999999;115.4;42.5599999999999;1743.5;172.8;312.55;7041.05999999999;144.4;15763.12;7.45999999999999;56.9999999999999;369.799999999999;3122.84;111.69;2732.4;542.64;18719.04;64.98;1990.45;2476.89;90.3999999999999;43137.28
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157.11;1.14000000000001;31.24;;109.12;4.94000000000001;;1019.1;;1885.05;2320.5;;341.770000000001;;922.680000000001;;8284.32000000001;175.89;;1029.92;;11350.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;;1463;140.16;;6104.7;;13811.86;;44.76;;2524.1;;2365.2;;16379.16;55.8;;2210.67;;38763.52
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103.6;;;90.8799999999999;3.8;;;;1682.7;;;260.26;;;;7381.44;152.52;;;;10443.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1306.25;121.92;;;;12721.45;;;;2189.51;;;;15071.58;50.67;;;;36319.36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;544.83;;18.24;;;408.5;;876.85;;;;;360.36;;3785.76;;;584.04;;6829.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.1999999999999;;681.999999999999;;;3497.58;;8378.93999999999;;;;;;1342.8;;9864.19999999999;;;1469.43;;26585.6
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;799.68;32.6400000000001;;;;17.1;1036.6;;;;;;111.02;4498.56;;;;70.68;7546.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.28;805.75;;;;76.1999999999999;9239.79;;;;;;;283.48;10896.5;;;;56.3;28515.2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1566.72;;;;;674.5;;;;;;;2882.88;;;;;5922.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;525.249999999999;;;;;7288.52999999999;;;;;;;;8556.61999999999;;;;;24141.44
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.8;;;;1008.2;;;;;;;;74.62;;;;7418.71999999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.1199999999999;;;;9086.74999999999;;;;;;;;;33.57;;;;28172.16
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1848.7;219.300000000001;5.13;564.450000000001;;;;;;;;;145.6;445.880000000001;45.41;5428.72000000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89.7699999999998;2689.74;49.5999999999999;6695.5;;;;;;;;;;876.549999999999;1239.75;43;22812.16
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10240.45;;202.35;;;;;;;;;;285.74;;3804.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1753.38;;4744.23999999999;;;;;;;;;;;973.529999999999;;18438.4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;432.72;362.100000000001;;;;;;;;;;;34.58;4521.28000000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.1999999999999;5605.09;;;;;;;;;;;;37.3;20368
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16706.3;;;;;;;;;;;;2897.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3653.82999999999;;;;;;;;;;;;;15994.24
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64451.25;;81.5100000000011;;562.320000000001;;5401.44000000001;101.27;;744.18;;8453.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.92;;1455.76;;1710;;12204.08;39.42;;1735.65;;30959.36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306;145.860000000001;;;173.24;6114.24000000001;119.72;;;90.06;9169.92000000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;164.26;1719.91;;;361;13236.38;43.47;;;66.5;32888.96
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7147.14;;;;4498.55999999999;77.8999999999999;;;;7546.07999999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1121.17;;;;10896.5;34.29;;;;28515.2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2144.12;201.960000000001;34.77;2518.56000000001;;152;458.44;46.93;5556.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.4699999999999;1054.8;188.48;8029;;895.349999999999;1260.63;43.8;23155.2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9446.58;;902.88;;;298.3;;3932.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;687.599999999999;;5689.11999999999;;;994.409999999999;;18781.44
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2937.76;1615.68;;;;36.1;4648.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145.16;6721.42;;;;38.1;20711.04
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74669.76;;;;;3024.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4381.53999999999;;;;;16337.28
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1971.28;;;;4521.27999999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.19;;;;20368
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3746.4;160.14;10.83;2531.28000000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;448.849999999999;764.73;24.8;15008
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7192.17;;907.440000000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;498.509999999999;;10634.24
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;878.94;1623.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.1;12563.84
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72022.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8190.07999999999
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;714.84;1.14;12.72;0.720000000000027;1.11000000000001;1.68000000000001;7.96000000000001;6.02000000000001;17.92;28.64;;26.3700000000001;2.48;59.5000000000001;24.15;91.8000000000001;;;;53.59;130.65;72.5;2936.08;68.88;;;2.42;68.8000000000001;23.92;1102.75;;203.04;4902.12;97.8;11305.83;;;;;72.08;1893.6;365.56;13374.02;;1442.9;1868.76;67.1;33146.24
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.98;8.16000000000003;;;1.11000000000001;;;13.93;24.08;;;1.91;49.8100000000001;;82.1100000000001;;;;;;58.25;2509.15;62.04;;;;;19.36;946.000000000001;;;;86.4;10215.42;;;;;;;322.24;12066.44;;;;61.4;30702.08
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;395.76;;;0.0900000000000034;;;;15.92;;;;32.4700000000001;;64.77;;;;;;;1745.17;49.8;;;;;;665.5;;;;;8264.16;;;;;;;;9726.56;;;;;26328.32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;407.76;1.02;1.59;7.59999999999999;5.84;17.29;27.92;;25.56;2.39;57.9700000000001;23.7;90.27;;;;;;;;;;;2.33;67;23.2;1078;;198.81;4819.5;95.9999999999999;11133.66;;;;;70.55;1861.2;358.72;13167.56;;1421.75;1845.27;66.2;32760.32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.95;0.57;;3.8;;19.76;;16.38;;40.63;18.6;72.93;;;;;;;;;;;;46.6;;797.5;;;3883.14;;9182.39999999999;;;;;;1494;;10827.68;;;1579.05;;28386.56
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.38;;;;15.2;;;;30.94;;63.24;;;;;;;;;;;;;;640.75;;;;;8091.98999999999;;;;;;;;9520.1;;;;;25942.4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196.28;2.04000000000001;3.99;12.72;;;;;14.2;57.9700000000001;;;;;;;;;;;;;;;;109.51;3075.3;58;7498.96;;;;;;;;;;975.25;1349.37;47.2;24613.12
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96.1;;4.56;;;;;9.1;40.63;;;;;;;;;;;;;;;;;2138.94;;5547.7;;;;;;;;;;;1083.15;;20239.36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;339.5;8.16000000000003;;;;;;48.2800000000001;;;;;;;;;;;;;;;;;;46.6;6408.55;;;;;;;;;;;;41.5;22168.96
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;379.84;;;;;;30.94;;;;;;;;;;;;;;;;;;;4457.29;;;;;;;;;;;;;17795.2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.8;;;48.2799999999999;;80.5799999999999;;;;;;;;;;;;;;;;;;;;;;;1367.71;;;;11859.98;38.07;;;;30316.16
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;433.17;;9.69;9.49999999999999;41.99;;;;;;;;;;;;;;;;;;;;;;;;;838.799999999999;;6652.6;;;1104.03;;20582.4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.58;17.3400000000001;;49.64;;;;;;;;;;;;;;;;;;;;;;;;;;177.08;7684.9;;;;42.3;22512
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;808.52;;32.3;;;;;;;;;;;;;;;;;;;;;;;;;;;5345.02;;;;;18138.24
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;231.15;9.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;608.13;;12435.2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;776.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9991.03999999999
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;151.65;;4.56000000000006;;110.76;;2554.09;62.76;;;;58.6000000000001;;962.500000000002;81.9200000000003;;4433.94000000001;;10330.2;;22.92;;1455.76000000001;;1710;;12204.08;39.4200000000001;;1735.65;;30959.36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153;8.16000000000008;;;71.0000000000001;2891.14;68.1600000000001;;29.8800000000011;;;23.4400000000001;1086.25;96.3200000000004;;;96.6000000000001;11191.05;;;164.26;1719.91000000001;;;361.000000000001;13236.38;43.4700000000001;;;66.5000000000001;32888.96
