219673.6785;24408.1865;27150.6794;3016.7422
183024.6079;20336.0675;22621.019;2513.4466
163116.5372;18124.0597;20160.4709;2240.0523
149373.9803;16597.1089;18461.9526;2051.3281
139716.4879;15524.0542;17268.33;1918.7033
132692.2724;14743.5858;16400.1685;1822.2409
126404.9246;14044.9916;15623.0806;1735.8978
121334.3407;13481.5934;14996.3792;1666.2644
116660.7657;12962.3073;14418.7463;1602.0829
112561.2917;12506.8102;13912.0698;1545.7855
109299.2327;12144.3592;13508.8939;1500.9882
105792.4152;11754.7128;13075.467;1452.8297
103207.1327;11467.4592;12755.9377;1417.3264
100577.7424;11175.3047;12430.9569;1381.2174
98118.518;10902.0576;12127.0078;1347.4453
95250.2293;10583.3588;11772.5003;1308.0556
93520.4787;10391.1643;11558.7108;1284.3012
90423.1236;10047.0137;11175.8917;1241.7657
89648.7861;9960.9762;11080.187;1231.1319
87866.2995;9762.9222;10859.8797;1206.6533
86091.2115;9565.6902;10640.4868;1182.2763
84476.7248;9386.3028;10440.9435;1160.1048
83086.7547;9231.8616;10269.1495;1141.0166
81768.403;9085.3781;10106.2071;1122.9119
80462.6736;8940.2971;9944.8248;1104.9805
79223.4574;8802.6064;9791.6633;1087.9626
77996.4568;8666.273;9640.0115;1071.1124
76793.5195;8532.6133;9491.3339;1054.5927
75674.3824;8408.2647;9353.0136;1039.2237
74609.8506;8289.9834;9221.4422;1024.6047
73577.7241;8175.3027;9093.876;1010.4307
72570.9022;8063.4336;8969.4373;996.6041
71580.8001;7953.4222;8847.0652;983.0072
70635.3071;7848.3675;8730.2065;970.0229
69747.7962;7749.7551;8620.5141;957.8349
68892.9958;7654.7773;8514.8647;946.0961
68040.9975;7560.1108;8409.5615;934.3957
67220.7498;7468.9722;8308.1826;923.1314
66406.396;7378.4884;8207.5321;911.948
65660.0562;7295.5618;8115.2878;901.6986
64789.1697;7198.7966;8007.6502;889.7389
63920.7552;7102.3061;7900.3181;877.8131
63430.6997;7047.8555;7839.7494;871.0833
62878.5586;6986.5065;7771.5072;863.5008
62233.798;6914.8664;7691.8177;854.6464
61619.8769;6846.653;7615.9398;846.2155
61008.2976;6778.6997;7540.3514;837.8168
60401.8908;6711.3212;7465.4022;829.4891
59815.073;6646.1192;7392.8742;821.4305
59269.057;6585.4508;7325.3891;813.9321
58726.4994;6525.1666;7258.3314;806.4813
58188.4838;6465.3871;7191.8351;799.0928
57651.3355;6405.7039;7125.446;791.7162
57114.5718;6346.0635;7059.1044;784.3449
56594.0133;6288.2237;6994.7657;777.1962
56112.9114;6234.7679;6935.3037;770.5893
55641.7498;6182.4166;6877.0702;764.1189
55179.8252;6131.0917;6819.9784;757.7754
54730.9973;6081.2219;6764.5053;751.6117
54284.5209;6031.6134;6709.3228;745.4803
53838.25;5982.0278;6654.1657;739.3517
53398.8605;5933.2067;6599.8592;733.3177
52965.1278;5885.0142;6546.2518;727.3613
52531.6287;5836.8476;6492.6732;721.4081
52104.8679;5786.4194;6439.9275;715.5475
51678.7797;5742.0866;6387.2649;709.6961
51266.0059;5696.2229;6336.2479;704.0275
50865.7081;5651.7453;6286.7729;698.5303
50467.4683;5607.4965;6237.5523;693.0614
50075.4568;5563.9396;6189.1014;687.6779
49689.6065;5521.0674;6141.412;682.3791
49326.3749;5480.7083;6096.5183;677.3909
48963.7492;5440.4166;6051.6993;672.411
48601.706;5400.1896;6006.9524;667.4392
48242.8975;5360.3219;5962.6053;662.5117
47899.6541;5322.1838;5920.182;657.798
47557.5625;5284.1736;5877.901;653.1001
47228.1252;5247.5695;5837.184;648.576
46900.4498;5211.1611;5796.6848;644.0761
46573.7777;5174.8642;5756.3096;639.59
46247.7193;5138.6355;5716.0102;635.1122
45922.6973;5102.5219;5675.839;630.6488
45599.0018;5066.5558;5635.8317;626.2035
45283.9604;5031.3172;5596.894;621.8771
44969.6694;4996.3711;5558.049;617.561
44660.7329;4962.3037;5519.8659;613.3184
44353.5653;4928.1739;5481.9013;609.1001
44049.0902;4894.3434;5444.2696;604.9188
43750.4695;4858.4244;5403.6233;600.9901
43317.614;4811.2204;5351.8069;594.8736
42868.8665;4763.2074;5321.2754;588.711
42553.7071;4728.1897;5268.3689;583.1102
42357.4457;4706.3829;5244.7842;580.6202
41911.5745;4656.8416;5183.0956;575.8995
41811.1623;4645.6847;5167.6717;574.1857
41626.4859;4625.1651;5144.8466;571.6496
41158.9439;4570.5004;5092.3859;565.8207
40984.6412;4553.849;5065.5174;562.8353
40751.8375;4527.9819;5036.744;559.6382
40624.7913;4513.8657;5021.0416;557.8935
40419.7612;4491.0846;4995.8594;555.0779
40258.6515;4473.1835;4975.4434;552.8654
40030.2155;4447.8017;4947.3683;549.7283
39659.6686;4406.6298;4901.9154;544.5039
39266.1835;4362.9093;4853.1238;539.236
39033.6345;4337.0705;4824.3818;536.0424
38821.8357;4313.5373;4798.2044;533.1338
38539.6362;4282.1818;4763.3258;529.2584
38317.0345;4257.4483;4732.4032;526.2015
38045.4374;4227.2708;4702.2451;522.4717
37783.0038;4204.7542;4669.8095;518.8677
37407.5666;4156.3963;4623.4071;513.7119
37181.9687;4131.3299;4595.5242;510.6138
36930.3895;4103.3766;4564.4302;506.6993
36785.147;4087.2386;4545.0193;505.1643
36524.4444;4058.2716;4512.7976;501.5841
36303.7429;4033.7492;4486.9795;498.5533
36171.412;4019.0458;4470.624;496.736
35814.1875;3979.3542;4423.3074;491.8303
