219674;24408.2;27150.7;3016.74
183025;20336.1;22621;2513.45
161390;17932.3;19947.1;2216.35
148011;16445.7;18293.5;2032.61
137339;15259.9;16974.5;1886.06
128764;14307.1;15914.6;1768.29
122519;13613.2;15142.7;1682.53
117394;13043.8;14509.3;1612.15
112656;12517.4;13923.8;1547.09
108378;12042;13395;1488.34
104777;11641.9;12949.9;1438.88
101519;11279.9;12547.3;1394.14
98627.3;10958.6;12189.9;1354.43
95961.8;10662.4;11860.4;1317.83
93484.2;10387.1;11554.2;1283.8
91174;10130.4;11268.7;1252.08
89082.9;9898.1;11010.3;1223.36
87156.5;9684.06;10772.2;1196.91
85351.9;9483.55;10549.1;1172.12
83634.2;9292.69;10336.8;1148.54
81991;9110.11;10133.7;1125.97
80434;8937.11;9941.28;1104.59
78968;8774.22;9760.08;1084.45
77569.5;8618.84;9587.25;1065.25
76248.9;8472.1;9424.02;1047.11
75000.5;8333.38;9269.72;1029.97
73820.7;8202.3;9123.9;1013.77
72696.1;8077.34;8984.91;998.323
71615.9;7957.32;8851.41;983.49
70585.6;7842.84;8724.06;969.34
69600.1;7733.35;8602.26;955.807
68647.9;7627.54;8484.57;942.73
67747.7;7527.52;8373.31;930.368
66914.9;7434.99;8270.38;918.932
66113;7345.89;8171.27;907.919
65332.8;7259.2;8074.84;897.204
64574.1;7174.9;7981.06;886.785
63831.5;7092.39;7889.29;876.588
63105.4;7011.72;7799.55;866.617
62405.3;6933.93;7713.02;857.002
61727.2;6858.57;7629.2;847.689
61069.6;6785.52;7547.93;838.659
60447.9;6716.44;7471.09;830.122
59848.7;6649.85;7397.02;821.892
59259.4;6584.38;7324.2;813.8
58686.8;6520.75;7253.42;805.935
58128.2;6458.69;7184.38;798.265
57583.6;6398.18;7117.07;790.786
57051.3;6339.03;7051.28;783.476
56530.1;6281.12;6986.86;776.318
56019.8;6224.42;6923.79;769.31
55523.2;6169.24;6862.42;762.491
55045.2;6116.13;6803.33;755.926
54580.9;6064.54;6745.95;749.55
54129.6;6014.4;6690.18;743.353
53691.3;5965.7;6636.01;737.334
53260.1;5917.79;6582.71;731.413
52830.8;5870.09;6529.65;725.517
52407.5;5823.05;6477.33;719.703
51992.7;5776.97;6426.07;714.007
51586.6;5731.84;6375.87;708.43
51186.9;5687.43;6326.47;702.941
50793.3;5643.7;6277.82;697.536
50404.3;5600.48;6229.75;692.194
50018.6;5557.62;6182.07;686.897
49638.9;5515.44;6135.15;681.683
49271.4;5474.6;6089.72;676.636
48914.6;5434.96;6045.63;671.736
48566.1;5396.23;6002.55;666.95
48223.5;5358.17;5960.21;662.245
47881.7;5320.19;5917.96;657.551
47543.8;5282.65;5876.2;652.911
47213.4;5245.94;5835.37;648.374
46884;5209.34;5794.65;643.851
46556.4;5172.93;5754.16;639.351
46230.4;5136.71;5713.87;634.875
45906.1;5100.68;5673.79;630.421
45584.7;5064.97;5634.06;626.007
45266;5029.56;5594.68;621.631
44952.4;4994.71;5555.91;617.324
44641.5;4960.16;5517.48;613.054
44334.2;4926.02;5479.5;608.834
44031.6;4892.4;5442.11;604.679
